run,apogee_m,impact_x_m,impact_y_m,wind_scale,thrust_scale,dry_mass_scale,aero_scale,sensor_bias_scale,thrust_misalignment_deg,cg_offset_m,mean_nees,mean_nis,impact_valid
521,4.89779,17.4825,1.53334,1.00156,0.999362,0.990996,0.997805,0.998158,-0.224797,-0.000204461,0,0,1
522,11.5341,40.8592,0.21165,1.1311,0.972024,0.995846,1.02686,0.958567,-0.00613239,-0.00153914,0,0,1
523,5.11946,-18.2376,-1.45303,1.27433,0.98913,0.993923,0.971188,1.40032,0.195215,0.000470905,0,0,1
524,26.2643,93.9149,5.267,1.16589,0.999117,0.999349,0.986157,0.626351,-0.0331698,-0.000171004,0,0,1
525,3.79381,-13.4393,-1.03949,1.08519,0.984101,1.01329,1.03844,1.08611,0.227396,0.0010899,0,0,1
526,21.5216,-78.1751,-7.89727,0.774594,1.02662,0.997983,0.982411,0.745555,0.0828462,-0.000474032,0,0,1
527,21.178,77.8255,9.80118,0.720809,0.996705,1.00507,0.990096,1.17246,-0.117908,0.00107097,0,0,1
528,24.8838,89.3542,6.88145,1.3464,0.998543,0.99572,0.972692,1.2365,-0.0502551,7.27173e-05,0,0,1
529,24.1531,-85.7176,-0.496,0.807018,0.959747,1.00072,1.00307,1.32279,0.00355452,0.000707768,0,0,1
530,13.0602,-46.4941,-3.00918,0.728359,0.968431,1.01924,1.01564,1.04626,0.0719136,0.000171634,0,0,1
531,9.51097,33.9276,2.15503,0.79273,1.02021,1.00824,1.0356,0.881089,-0.0939007,-0.000457954,0,0,1
532,4.48482,15.914,1.22142,0.636053,0.977234,0.999861,1.01302,0.931946,-0.202561,-0.000790224,0,0,1
533,6.13878,-22.2041,-2.78577,1.0285,0.989839,0.994365,0.967975,0.404447,0.302731,-0.00192827,0,0,1
534,25.2597,91.0909,-6.31873,1.04941,1.02966,0.990656,0.982688,1.02679,0.0443093,-0.00158923,0,0,1
535,4.01722,-14.2663,-1.1206,1.13354,0.982505,0.995586,0.997388,0.870116,0.224984,0.000961516,0,0,1
536,16.0805,-57.076,-2.88701,1.16852,0.980941,1.00062,0.997469,0.801612,0.046306,0.000388786,0,0,1
537,15.7744,-56.7746,-5.35517,0.792763,0.994408,1.00119,1.00655,0.912358,0.0979339,-0.000438065,0,0,1
538,6.16483,-22.037,-1.94242,0.992123,1.01241,1.00743,1.00592,1.00013,0.191088,-8.07689e-05,0,0,1
539,61.7227,-219.699,5.50799,1.15166,1.00427,0.999824,1.01856,0.971775,-0.00651776,0.000431109,0,0,1
540,230.185,-949.798,184.508,1.04412,1.05423,1.00819,1.0215,0.94947,0.08442,-0.0013168,0,0,1
541,6.63736,-23.8711,-2.56098,0.835168,0.989765,0.990064,0.978384,0.824927,0.232387,-0.000987965,0,0,1
542,6.11605,-21.7981,-1.47217,0.632144,1.03085,1.00074,0.98518,0.883274,0.142465,0.000844955,0,0,1
543,14.5616,-51.717,-2.81439,1.07894,0.978031,0.993551,1.04123,0.986818,0.0549312,0.000373982,0,0,1
544,6.57622,-23.4286,-1.55405,1.16057,1.00729,1.00468,1.02697,0.86986,0.132459,0.000699361,0,0,1
545,6.4971,-23.282,-2.24846,1.01728,0.992013,0.989803,0.965803,0.974745,0.207122,-0.000497885,0,0,1
546,4.45419,-15.8229,-0.988861,0.747487,1.01193,1.00739,1.02122,0.961483,0.164452,0.00157452,0,0,1
547,25.6573,-92.0648,-7.41741,0.979903,1.00494,0.995922,1.03834,0.700504,0.0521298,-0.00012268,0,0,1
548,20.2334,-72.1508,-3.57911,1.09107,1.01067,0.997544,0.936577,0.777197,0.0378028,0.000325267,0,0,1
549,4.23886,15.0081,1.00634,1.18919,0.966598,0.996909,0.976892,1.04658,-0.182384,-0.00133884,0,0,1
550,7.19602,26.0951,3.25647,0.637542,0.997871,1.0021,0.966078,0.977238,-0.267211,0.00180434,0,0,1
551,8.32041,-30.4982,-4.15408,1.10659,0.999905,1.00874,0.967327,0.851033,0.283335,-0.00243511,0,0,1
552,9.69035,-34.8067,-3.34324,0.981139,1.0098,1.00465,1.00782,0.856901,0.14977,-0.000525701,0,0,1
553,222.58,-847.589,88.7056,1.04884,0.978737,1.00095,1.01766,1.19603,-0.0314137,0.000664541,0,0,1
554,1543.73,-6621.08,2089.42,0.900177,1.03764,1.00431,1.02288,0.913979,0.0128481,-0.000203839,0,0,1
555,33.6751,-119.803,0.900599,1.05604,1.01212,1.00066,0.998709,0.842739,-0.00348491,0.000645301,0,0,1
556,6.8169,24.273,1.91382,1.23573,0.959359,1.00915,0.986112,1.07477,-0.153836,-7.80876e-05,0,0,1
557,4.23749,15.1358,1.4691,1.13825,0.997094,0.992674,1.02851,0.743066,-0.278206,8.21391e-05,0,0,1
558,3.35444,-11.9603,-1.22205,0.864986,0.990861,0.996643,1.046,1.13166,0.340931,2.33202e-05,0,0,1
559,3.25102,11.4932,0.855804,0.90693,0.98209,1.01437,1.0128,1.01846,-0.240474,-0.00167825,0,0,1
560,9.50509,-33.7456,-1.69745,0.870678,0.992198,1.00424,0.985471,0.828209,0.0726016,0.000771662,0,0,1
561,6.10947,21.8434,1.87047,1.01119,1.00527,0.981373,1.01204,1.46594,-0.187118,-0.000101798,0,0,1
562,12.8501,45.5205,1.45943,1.13324,0.989633,1.01368,0.960956,0.950964,-0.0346037,-0.00087227,0,0,1
563,17.2258,61.9709,4.30838,1.24902,1.04206,0.99991,0.97963,1.24004,-0.0630645,-9.77126e-05,0,0,1
564,18.6932,68.0498,8.15696,0.939854,0.9762,0.996353,0.992806,0.922391,-0.118985,0.000982035,0,0,1
565,80.4964,-311.877,-2.86109,1.22873,0.981,1.00859,0.976875,1.15268,0.145557,-0.00216263,0,0,1
566,19.805,-70.7409,3.15835,0.886058,1.00983,0.999479,0.982223,1.01135,-0.0344283,0.00159993,0,0,1
567,3.41458,-12.1531,-1.10094,1.06615,0.990862,0.993297,1.00292,0.806862,0.293862,0.000725303,0,0,1
568,21.5543,78.1122,8.97992,1.07859,0.948011,1.00584,1.0424,1.0685,-0.0959854,0.000770131,0,0,1
569,5.60571,-20.1405,-2.22381,0.8931,0.995879,1.03155,0.913203,1.16233,0.266469,-0.00118291,0,0,1
570,8.52382,30.4184,2.36415,1.19433,0.988733,1.00847,0.939104,0.512664,-0.127053,-6.46533e-05,0,0,1
571,9.53597,-33.7572,-1.14984,0.721586,0.978076,0.985491,1.02337,0.93026,0.0487404,0.00119338,0,0,1
572,18.4625,65.7378,1.87956,0.681167,1.0143,0.980512,1.00116,1.05161,-0.0231605,-0.000697031,0,0,1
573,5.73949,20.3785,1.50914,0.906621,0.962476,0.993331,1.01299,1.09428,-0.164097,-0.000489032,0,0,1
574,8.4231,30.3809,3.30165,1.01336,0.982463,0.998834,0.997665,0.925883,-0.19726,0.00106081,0,0,1
575,11.7658,-42.9133,-5.07531,0.560642,1.01623,1.00032,0.948712,1.10739,0.173625,-0.00124704,0,0,1
576,25.0629,-89.6937,-6.08923,0.830932,0.990685,0.984485,1.03253,0.97058,0.0439986,3.23451e-05,0,0,1
577,5.7585,-20.3756,-0.599306,0.920814,1.00499,1.01715,1.02658,1.22016,0.0617744,0.00225518,0,0,1
578,10.4403,-36.9544,0.0387126,0.554516,0.966162,0.984299,0.988042,0.946485,-0.0013802,0.00186006,0,0,1
579,16.2674,58.2498,4.14241,1.22673,0.99383,0.997451,0.986503,0.972888,-0.0672392,-4.31019e-05,0,0,1
580,178.468,1381.56,-601.302,0.916252,0.972413,0.991706,0.963575,1.03133,-0.0612472,0.00106273,0,0,1
581,15.5498,-55.379,-3.52027,0.943623,0.985766,1.0036,1.03689,0.743802,0.0611478,0.000179366,0,0,1
582,5.40526,-19.2725,-1.53001,1.25919,1.00474,1.00946,0.980213,1.18768,0.186219,0.000404473,0,0,1
583,7.1794,-25.7331,-2.24202,0.819771,1.02682,1.00096,1.01392,0.757921,0.168232,-8.06885e-05,0,0,1
584,37.245,133.547,-7.51051,0.870755,1.00398,1.00123,0.962485,1.08337,0.0238627,-0.00094592,0,0,1
585,8.04876,28.6027,1.27521,0.907865,1.00003,1.00076,0.984687,0.885877,-0.0735904,-0.00115018,0,0,1
586,55.4179,206.054,27.3973,1.10568,0.989926,1.00728,1.05569,1.11257,-0.0569903,0.000608823,0,0,1
587,7.49475,-26.5053,-0.917093,0.923984,0.981562,0.993702,0.933687,0.957741,0.0599812,0.00153529,0,0,1
588,5.71248,-20.2709,-1.19524,1.40137,0.98445,0.990385,0.945961,0.955059,0.12941,0.00118259,0,0,1
589,7.13448,-25.3936,-1.51811,1.15241,0.997497,0.990075,0.978766,0.780497,0.112026,0.00084063,0,0,1
590,365.039,1313.8,-61.3594,1.0487,0.970519,0.994365,0.99731,1.0854,0.00171407,-8.19253e-05,0,0,1
591,5.2785,-18.878,-1.82369,1.07254,0.99763,1.01997,0.983893,0.814258,0.23612,-0.000417865,0,0,1
592,48.8109,184.427,-25.3803,1.0209,0.98307,0.984796,1.02762,0.443992,0.0856943,-0.00196701,0,0,1
593,4.96441,17.6452,1.49733,1.18751,0.976495,1.02424,0.973155,0.911522,-0.209636,-0.000138496,0,0,1
594,3.10581,11.0036,0.929759,0.946406,0.98146,0.998796,1.01421,1.27724,-0.285379,-0.00132714,0,0,1
595,13.682,-49.0295,-4.09463,0.974688,0.988694,1.00638,1.02456,1.00725,0.094229,-0.000210986,0,0,1
596,4.66249,-16.7156,-1.82296,0.939008,0.990014,0.992753,0.98506,0.925414,0.301901,-0.000922036,0,0,1
597,8.94469,-31.7852,-1.10171,0.919792,1.00869,1.00298,1.03248,1.01981,0.0525,0.00128081,0,0,1
598,13.3531,-47.4675,-2.83603,1.20826,0.974581,1.01752,1.04482,1.06423,0.0646738,0.00027565,0,0,1
599,7.02257,25.0316,1.66459,0.992359,1.02809,1.00943,1.03334,1.01056,-0.125453,-0.000669976,0,0,1
600,52.2557,197.641,26.1416,0.882057,0.987832,1.01494,0.970389,0.885008,-0.0988415,0.00127116,0,0,1
601,82.0329,313.051,33.0896,0.907176,0.980793,1.00008,1.03285,0.855087,-0.0879573,0.0012141,0,0,1
602,9.74574,34.9484,3.21885,0.851618,0.982829,1.0069,1.04348,0.949346,-0.13996,0.000433648,0,0,1
603,143.51,545.671,-72.6512,0.97506,1.00152,0.995507,0.990787,0.893118,0.0376143,-0.00082854,0,0,1
604,80.2403,-295.301,-36.0641,1.14619,1.01072,1.01127,0.984963,0.993964,0.0330702,-0.00031446,0,0,1
605,4.4253,15.7029,1.26996,1.01654,0.972789,0.994454,0.958301,0.954699,-0.217166,-0.000616602,0,0,1
606,6.91661,24.6502,1.66384,1.19381,0.993089,0.993649,0.989213,1.05944,-0.12981,-0.000599857,0,0,1
607,27.4366,99.5975,10.982,1.2182,0.985938,1.00319,0.997124,1.07318,-0.0732854,0.00054172,0,0,1
608,14.2027,50.7686,3.30232,0.917987,1.00023,0.992885,1.01149,0.861748,-0.0690245,-0.000201875,0,0,1
609,27.0268,96.3359,2.73231,0.807713,1.02421,1.00324,0.985581,0.510153,-0.0158788,-0.000459498,0,0,1
610,18.5187,66.4338,5.3992,1.3338,0.993316,1.01612,1.0079,1.24083,-0.0686997,0.000150136,0,0,1
611,31.5124,-118.285,-16.4205,1.0989,0.993654,1.01633,1.01746,1.16157,0.124955,-0.0014756,0,0,1
612,43.7611,-159.101,-17.9205,0.975197,0.990444,1.00563,0.946955,1.20849,0.0495636,-0.000399213,0,0,1
613,3.81808,13.7634,1.46443,0.98614,1.04907,0.978321,0.969064,1.12275,-0.329372,6.60747e-05,0,0,1
614,4.64059,16.509,1.54599,0.979328,0.959914,0.996056,0.955778,0.886883,-0.249071,0.000180098,0,0,1
615,25.4883,93.7054,11.7672,0.883756,0.988367,0.997192,0.998683,1.17065,-0.100006,0.000922337,0,0,1
616,14.9803,-53.3703,-2.55347,1.10493,1.01587,1.00211,0.99828,1.35899,0.0475134,0.000499071,0,0,1
617,7.56589,-26.9197,-1.45809,1.15019,1.0185,1.017,1.04134,1.02069,0.095061,0.00093237,0,0,1
618,13.8294,49.7714,4.72023,0.668756,0.989436,1.01394,0.942803,0.883935,-0.10846,0.000474784,0,0,1
619,12.7388,46.6825,5.88571,1.01929,1.00578,1.00082,0.995528,0.989791,-0.180483,0.00149915,0,0,1
620,2.2416,-7.90816,-0.709506,1.01825,0.97182,1.00716,0.982199,0.772642,0.36525,0.00219464,0,0,1
621,3.782,13.4226,0.970937,1.24543,0.984866,0.986673,1.04745,0.754238,-0.214949,-0.00150472,0,0,1
622,9.67588,-34.4048,-1.44912,0.640072,1.04263,1.02745,0.940772,1.04358,0.0596008,0.000997473,0,0,1
623,8.09247,-28.8463,-2.3686,1.02224,0.978054,1.00429,1.01669,0.950127,0.141421,-7.14803e-05,0,0,1
624,17.2139,61.5158,3.70499,0.856503,0.988398,0.982379,0.984714,0.961186,-0.053585,-0.0002251,0,0,1
625,22.8904,84.1603,10.4274,1.1157,1.00703,0.993876,1.06565,0.830637,-0.10764,0.000947469,0,0,1
626,23.6206,-87.0559,10.1153,0.944585,1.0498,1.01519,1.01338,0.43329,-0.0925844,0.00251168,0,0,1
627,5.57945,19.8579,1.75708,0.991993,0.9588,0.992863,1.03429,1.13646,-0.205085,0.000112018,0,0,1
628,15.3617,-55.3786,-5.41321,0.994579,1.01988,1.01327,0.993533,1.43447,0.103735,-0.00049061,0,0,1
629,7.1808,25.6147,2.34889,0.749129,0.965546,1.0073,1.0044,1.12623,-0.17607,0.000401873,0,0,1
630,11.5317,41.3275,3.33025,1.07782,1.00037,1.00304,1.04972,1.17289,-0.104787,0.000104912,0,0,1
631,9.47751,-33.7822,-2.02772,0.728977,1.00669,1.00431,0.96038,0.979492,0.0890191,0.000530307,0,0,1
632,59.1791,222.156,-30.2289,1.26423,0.988781,1.00088,0.976802,1.273,0.0581472,-0.00138275,0,0,1
633,14.4485,-51.8485,-4.47056,0.955463,1.00632,1.0059,1.009,0.904846,0.0941409,-0.000257378,0,0,1
634,5.51609,-19.6691,-1.69399,0.731609,0.996278,1.0213,1.04905,0.946461,0.198715,3.8777e-05,0,0,1
635,4.5844,-16.3888,-1.5925,0.900638,1.00178,0.997362,1.00369,0.944142,0.264292,-0.0002068,0,0,1
636,4.22231,-15.0222,-1.48081,1.08847,0.962271,0.993248,0.965054,0.807718,0.282058,-0.000300498,0,0,1
637,10.3474,36.7085,1.71453,1.11154,0.96536,0.99551,0.989381,0.565991,-0.0623543,-0.000750358,0,0,1
638,5.18276,18.4101,1.34283,1.11996,0.972379,0.981316,1.05495,1.04889,-0.174913,-0.000762095,0,0,1
639,7.7628,-27.7297,-2.08597,1.09698,1.01699,0.991493,0.992274,0.980636,0.134524,0.000283666,0,0,1
640,10.2367,36.4381,1.57513,1.17624,1.00864,0.999676,0.994823,1.01452,-0.0588465,-0.000906095,0,0,1
641,35.4071,126.438,6.1235,0.942688,0.995977,1.0022,1.04191,0.449525,-0.0210936,-0.000182304,0,0,1
642,7.22414,25.7807,1.86213,1.17222,1.00948,1.00543,0.975182,0.997211,-0.135072,-0.000395475,0,0,1
643,3.40455,-12.0412,-0.889336,0.998666,0.962664,0.989569,1.0066,1.2537,0.234574,0.00158523,0,0,1
644,7.24569,-26.2517,-2.88028,0.873552,1.03014,1.00075,1.01416,0.924077,0.224818,-0.00103718,0,0,1
645,38.1429,-142.12,-18.7474,0.980832,1.02394,1.00683,1.00294,1.53075,0.0798567,-0.000820546,0,0,1
646,154.941,-554.761,34.8707,0.806378,1.0252,0.995104,0.993974,0.984845,-0.00705394,0.000254667,0,0,1
647,10.246,-36.7537,-3.29192,1.05184,0.993951,0.999029,0.996419,1.16372,0.132194,-0.000356369,0,0,1
648,5.30411,18.8784,1.29836,1.11581,1.00518,1.00763,1.01874,1.00018,-0.160631,-0.000911525,0,0,1
649,94.5122,-361.696,34.4315,0.994397,1.00407,0.979377,0.995467,1.09951,-0.0871359,0.00182207,0,0,1
650,10.3322,37.3166,4.0799,1.49513,0.978832,0.988725,0.970135,1.26627,-0.170407,0.00100804,0,0,1
651,145.699,1250.01,-392.489,1.07197,1.01009,1.00751,1.01281,1.06897,-0.10956,0.00186744,0,0,1
652,9.4018,-33.419,-1.22258,0.905694,1.02019,1.01394,0.973374,0.793317,0.053103,0.00115874,0,0,1
653,5.12269,-18.5352,-2.20304,1.00134,1.02,0.99481,1.03938,0.812689,0.316932,-0.00143792,0,0,1
654,29.9843,111.559,15.1918,1.11073,0.973684,0.996946,1.02189,0.84972,-0.110556,0.00121052,0,0,1
655,12.7947,-45.6981,-3.05656,0.786649,1.00311,0.989729,0.942353,1.02429,0.0787175,0.000200326,0,0,1
656,9.5583,34.3644,3.36803,0.88224,0.99341,0.991192,0.949782,0.814241,-0.15621,0.000602085,0,0,1
657,18.4969,68.0042,8.54482,0.928352,1.00816,0.990569,1.04279,1.12181,-0.132693,0.00115733,0,0,1
658,249.684,958.376,-100.409,1.34268,0.984879,0.999347,0.982376,1.2271,0.0296012,-0.000623253,0,0,1
659,5.53669,19.6913,1.60028,0.67641,0.9703,0.988265,1.00083,1.26853,-0.187285,-0.000276296,0,0,1
660,13.3001,47.4338,2.42934,0.778008,1.01026,1.00682,1.00023,0.686635,-0.0558881,-0.000504384,0,0,1
661,22.2519,-80.0506,-6.81147,0.78015,1.01708,0.995864,0.986803,1.09776,0.0633898,-0.000185545,0,0,1
662,6.28978,-22.3682,-1.68144,0.944368,0.979668,0.996665,0.961247,1.23953,0.156059,0.000382774,0,0,1
663,7.5167,-26.6366,-0.757528,1.38039,0.967605,1.01142,1.03894,0.711245,0.0485005,0.001622,0,0,1
664,12.0659,-43.3817,-4.12645,0.931412,0.998684,1.0057,0.993984,0.993169,0.124111,-0.000507683,0,0,1
665,22.717,-83.6108,-10.5764,1.35086,1.009,0.993343,0.951979,1.09192,0.113573,-0.0010365,0,0,1
666,112.253,407.466,39.9743,1.0843,0.983774,0.997409,0.998991,0.908338,-0.0154726,9.16416e-05,0,0,1
667,20.0585,75.1406,10.7245,0.988378,0.999319,0.999822,0.977202,1.36663,-0.178663,0.00200378,0,0,1
668,53.918,-195.653,-21.1136,1.015,0.965788,1.00222,1.02821,1.34288,0.0383457,-0.000300306,0,0,1
669,4.10703,14.7619,1.26033,1.03452,1.06716,0.990249,1.02419,0.63273,-0.243478,-0.000978602,0,0,1
670,6.02829,21.3935,1.25241,1.10493,0.991877,1.00321,1.03892,1.20647,-0.122165,-0.00109719,0,0,1
671,4.46359,-15.9534,-1.53796,1.0192,1.00001,1.01391,1.02428,1.17383,0.264696,-0.000202863,0,0,1
672,6.40304,-22.8489,-1.80029,1.16339,1.02034,0.999655,0.98953,0.837416,0.163406,0.000320466,0,0,1
673,4.91514,-17.5575,-1.59233,0.513476,1.01537,0.993781,0.975337,1.10642,0.231835,0.00012173,0,0,1
674,13.5297,-48.6758,-4.62965,0.851907,0.993035,1.00727,1.01961,1.39099,0.112549,-0.000495629,0,0,1
675,10.1174,-35.8953,-1.66203,0.793086,0.991243,1.00218,0.988176,1.16582,0.0632315,0.000812956,0,0,1
676,56.767,-201.858,-3.3493,1.17478,0.997034,0.990032,0.986117,1.18225,0.00469316,0.000264832,0,0,1
677,5.2356,-18.615,-1.1072,1.16262,1.02281,0.987858,0.982171,1.14816,0.139978,0.00147336,0,0,1
678,8.48922,30.4573,3.22565,1.00845,0.958565,1.00698,0.965928,1.12818,-0.185653,0.00096664,0,0,1
679,7.38494,-26.1998,-1.57202,1.11704,0.975863,0.989382,0.978117,1.12676,0.108054,0.00075644,0,0,1
680,243.359,-924.499,96.8549,0.931693,1.02219,1.00925,0.981154,0.84793,-0.0304408,0.000642666,0,0,1
681,26.4024,-93.5576,-1.90696,1.15373,0.973275,1.00013,0.973539,1.05543,0.0115953,0.000514691,0,0,1
682,7.14032,-25.5722,-1.40409,1.06458,1.05396,0.991767,0.979045,0.603499,0.103281,0.0011313,0,0,1
683,4.05549,-14.443,-1.24029,0.963562,1.00435,1.01018,0.97274,1.23541,0.247196,0.000563837,0,0,1
684,22.9389,81.3852,-0.917538,1.27407,0.995334,1.00951,1.03893,1.12949,0.00708282,-0.00095667,0,0,1
685,24.1207,-86.555,5.89636,0.845413,1.00295,0.989277,0.987007,0.961121,-0.0457261,0.00163244,0,0,1
686,9.0126,32.9354,4.13634,1.10006,1.01667,1.00381,1.00843,0.689569,-0.232619,0.00172928,0,0,1
687,9.31412,-33.2289,-2.25398,1.27866,0.999074,0.999622,0.977255,0.923932,0.103377,0.000321531,0,0,1
688,17.7424,-63.1152,2.93487,1.30299,0.97434,1.00375,1.01875,0.968738,-0.0387584,0.00174482,0,0,1
689,27.517,98.3238,5.09192,1.10229,1.01638,0.998502,1.03816,1.48391,-0.0293093,-0.000216138,0,0,1
690,3.6569,-13.0687,-1.30134,1.15148,1.02075,0.99644,0.977454,0.79252,0.311635,0.000192139,0,0,1
691,13.6001,48.3857,0.953939,1.23098,1.03128,1.01303,0.981243,1.04582,-0.0205306,-0.00109485,0,0,1
692,3.22644,-11.4992,-1.12953,1.0954,1.00415,0.986079,0.966275,0.821865,0.332358,0.000556601,0,0,1
693,45.5749,165.67,18.0903,1.06857,0.975279,0.991874,1.055,0.954586,-0.044952,0.000338757,0,0,1
694,27.0262,100.564,13.8026,0.847498,0.990146,1.00716,1.01083,0.957561,-0.12023,0.00130124,0,0,1
695,219.117,843.325,-57.7779,1.22741,1.01164,1.00123,1.01569,0.883226,0.0439733,-0.000902298,0,0,1
696,140.874,538.042,52.6179,1.13361,1.00682,0.998627,0.980932,1.0834,-0.0570402,0.0007975,0,0,1
697,4.79436,-16.9941,-1.08167,0.547986,0.992928,1.00869,0.999234,1.06505,0.157761,0.00129026,0,0,1
698,2.51424,-8.93818,-1.04925,0.783555,0.980526,1.01739,1.06206,0.995518,0.464726,-0.000383635,0,0,1
699,3.46321,-12.3357,-1.14802,1.0032,0.994341,1.00177,0.989826,0.748168,0.29965,0.000506128,0,0,1
700,41.5256,-147.839,-4.9003,0.939456,1.00136,0.99835,0.976842,0.929342,0.012621,0.000252107,0,0,1
701,3.07828,-10.9369,-1.12419,0.976893,0.971127,0.99534,0.998756,1.05604,0.358921,0.000122479,0,0,1
702,58.504,209.247,8.43052,0.911209,1.00439,0.99602,1.04659,1.24429,-0.0107396,-0.000150319,0,0,1
703,4.93137,17.4487,0.817692,0.844481,0.988356,1.00086,0.998443,0.780608,-0.111981,-0.00197459,0,0,1
704,6.22637,-22.2144,-1.75202,1.31269,0.996469,0.997037,0.971522,1.00506,0.167786,0.000270799,0,0,1
705,38.5923,-137.258,-0.640416,1.21411,1.0031,0.988665,1.01268,0.757984,0.00192649,0.000480036,0,0,1
706,170.007,-662.956,3.71581,0.713469,0.991788,1.00643,0.982818,0.944864,-0.0700072,0.00140254,0,0,1
707,19.8079,-73.5743,-10.1423,0.950287,0.996121,0.987277,1.05835,1.10515,0.155434,-0.00160386,0,0,1
708,23.8082,-84.6605,-0.348189,1.17506,1.0227,0.999924,0.990735,0.997754,0.00265178,0.000790048,0,0,1
709,12.9958,46.2475,2.11032,0.804327,0.993023,0.993941,1.0416,0.655295,-0.0504325,-0.000630824,0,0,1
710,6.06219,-21.6275,-1.7095,1.17443,1.0126,1.00792,0.990622,0.809292,0.170864,0.000308991,0,0,1
711,14.078,-49.9352,-1.40964,1.00148,0.997214,1.003,1.02748,1.03657,0.0286482,0.000877248,0,0,1
712,66.8842,-244.088,-26.3868,0.762006,1.01207,0.997721,1.03737,0.843834,0.0318697,-0.000243487,0,0,1
713,9.202,-32.9683,-2.88311,0.719893,0.99654,0.982058,1.03289,0.875091,0.141012,-0.000239417,0,0,1
714,4.78512,17.0138,1.49795,1.00609,0.981251,1.01375,1.02574,0.9956,-0.224803,-9.99422e-05,0,0,1
715,10.6491,-38.7309,-4.3307,0.87104,1.01722,0.982566,0.965508,1.095,0.174425,-0.0010452,0,0,1
716,13.4728,49.4692,6.32021,1.02994,1.00302,0.989467,0.970362,1.23169,-0.17805,0.00152237,0,0,1
717,114.896,-427.061,53.3226,1.29267,1.02895,0.989035,1.03568,1.02506,-0.0252564,0.000633665,0,0,1
718,5.40758,19.3954,1.99255,0.990028,0.986348,1.00258,0.970865,1.02695,-0.252069,0.00072807,0,0,1
719,13.035,-47.8269,-6.17872,1.17495,0.991935,0.99047,1.01561,1.09207,0.187637,-0.00164966,0,0,1
720,4.16902,-14.8271,-1.0528,0.9418,1.00115,0.989222,1.00907,0.939056,0.198667,0.00135945,0,0,1
721,3.95222,14.1288,1.41786,0.544384,0.998799,1.00908,1.01908,0.60831,-0.300494,0.000222073,0,0,1
722,3.90898,13.8547,1.07499,0.779868,0.984606,1.00622,1.00504,1.0142,-0.224169,-0.00105063,0,0,1
723,7.05456,-25.3907,-2.18188,1.16891,1.03804,0.985869,0.995795,0.431522,0.171047,6.96235e-06,0,0,1
724,7.64406,-27.3322,-2.1272,1.34046,1.03492,1.01194,0.942378,0.825617,0.140024,0.000206745,0,0,1
725,7.73428,27.5631,1.76616,0.959175,0.99894,0.999139,1.00482,1.06404,-0.112189,-0.000597646,0,0,1
726,4.49154,-16.1633,-1.98848,1.2948,0.987128,0.990798,0.984503,1.12493,0.361076,-0.00174044,0,0,1
727,10.8882,-38.7453,-1.66504,0.787075,0.995669,0.983513,1.00639,1.10642,0.0562997,0.00085018,0,0,1
728,9.79918,-35.2306,-3.49304,0.999047,0.994325,0.994086,0.967188,0.731947,0.15585,-0.000651082,0,0,1
729,8.54613,-30.5348,-2.291,0.718923,1.00769,1.00263,1.02693,0.993743,0.124117,0.000168955,0,0,1
730,10.6223,-37.6771,-1.62297,1.33315,0.962369,0.995656,0.933473,1.05208,0.0563801,0.00079831,0,0,1
731,40.7422,146.238,-9.48959,0.640448,0.98644,0.994213,1.01062,0.811529,0.0255078,-0.000927094,0,0,1
732,5.98517,-21.3125,-1.47406,0.997375,0.99925,0.996878,0.98007,1.12459,0.149281,0.000716259,0,0,1
733,24.7079,-88.6502,-7.02013,1.0981,0.994592,1.0022,0.992095,1.29844,0.0526485,-0.00011703,0,0,1
734,5.92777,21.0895,1.26289,1.12242,0.999252,0.992753,0.971015,0.924808,-0.128513,-0.00111505,0,0,1
735,975.968,4982.44,-2625.12,1.35332,1.00452,1.0021,1.00072,0.890266,-0.0186008,0.000299643,0,0,1
736,5.50397,-19.7598,-2.18172,0.877469,0.968189,0.992727,0.983522,1.34195,0.273998,-0.00117011,0,0,1
737,8.10204,29.2378,3.28623,1.01159,0.993625,0.990526,0.983401,0.603481,-0.212087,0.0011641,0,0,1
738,4.55936,16.1944,1.1776,1.15342,0.988597,1.00373,0.990737,0.907502,-0.188736,-0.000981309,0,0,1
739,7.046,25.1609,2.05454,0.84579,0.993228,1.01067,0.984478,1.35366,-0.156558,-3.84964e-05,0,0,1
740,13.5767,-48.2539,-0.654077,0.940734,1.02269,1.00801,1.0054,1.04328,0.0143079,0.00120266,0,0,1
741,49.0307,186.917,17.027,0.669811,1.0106,1.00765,1.0224,1.09055,-0.17297,0.00244189,0,0,1
742,2.69424,9.57759,0.913648,1.02617,1.00341,0.999626,0.997001,1.07995,-0.355312,-0.00126094,0,0,1
743,5.54934,19.8839,1.64512,1.2337,1.05265,1.02269,1.11769,0.966176,-0.189767,-0.000354524,0,0,1
744,7.33261,-26.0949,-1.50218,0.934134,0.995033,0.986137,1.01626,0.895111,0.105544,0.000883436,0,0,1
745,6.76981,-24.2918,-2.37428,0.996925,1.00788,0.993085,0.999365,0.75156,0.202411,-0.000507789,0,0,1
746,5.56348,20.0521,2.15205,1.02578,1.01465,0.989289,0.991634,0.990303,-0.261646,0.000824004,0,0,1
747,6.27992,-22.2191,-0.91685,1.03781,0.979825,1.01477,1.04239,0.992392,0.0818422,0.00156514,0,0,1
